,price,make,model,year,title_status,mileage,color,vin,state,country
720,14100,chevrolet,trax,2018,clean vehicle,16502.0,white,  kl7cjpsbxjb710284,west va, usa
721,38600,chevrolet,1500,2019,clean vehicle,20681.0,black,  1gcuyged0kz114660,west va, usa
722,9100,chevrolet,door,2016,clean vehicle,54655.0,blue,  1g1pe5sb4g7168780,mo, usa
723,8600,chevrolet,door,2016,clean vehicle,57825.0,blue,  1g1pe5sb1g7193233,mo, usa
724,22000,chevrolet,door,2016,clean vehicle,58856.0,white,  3gcpcrec6gg235750,ok, usa
725,8900,chevrolet,colorado,2015,clean vehicle,85072.0,white,  1gchsaea3f1218425,west va, usa
726,15500,chevrolet,door,2015,clean vehicle,79506.0,red,  1gcrcpehxfz272176,west va, usa
727,3300,chevrolet,door,2015,clean vehicle,85301.0,silver,  1g1pg5sbxf7249436,west va, usa
728,29000,chevrolet,1500,2015,clean vehicle,69377.0,brown,  3gcuksej3fg195122,mo, usa
729,17300,chevrolet,equinox,2020,clean vehicle,15577.0,black,  3gnaxkev2ll125886,nv, usa
730,30500,chevrolet,traverse,2020,clean vehicle,23470.0,silver,  1gnerhkw7lj115518,nv, usa
731,25000,chevrolet,impala,2020,clean vehicle,18715.0,silver,  1g1105s31lu100901,nv, usa
732,2800,chevrolet,cruze,2012,clean vehicle,61258.0,white,  1g1pl5sc7c7367895,il, usa
734,36400,chevrolet,suburban,2019,clean vehicle,35705.0,silver,  1gnskhkcxkr139079,nv, usa
735,34800,chevrolet,suburban,2019,clean vehicle,48982.0,silver,  1gnskhkc2kr158368,nv, usa
736,20700,chevrolet,ld,2019,clean vehicle,33745.0,white,  2gcrcpec4k1155751,nv, usa
737,32200,chevrolet,suburban,2019,clean vehicle,42267.0,silver,  1gnschkc9kr204131,nv, usa
738,35300,chevrolet,tahoe,2019,clean vehicle,46863.0,black,  1gnskbkc9kr143993,nv, usa
739,33500,chevrolet,suburban,2019,clean vehicle,36443.0,white,  1gnschkc2kr124931,nv, usa
740,13700,chevrolet,impala,2019,clean vehicle,14939.0,blue,  2g11z5s30k9137729,nv, usa
741,15900,chevrolet,malibu,2019,clean vehicle,22026.0,black,  1g1zd5st0kf187281,nv, usa
742,33200,chevrolet,suburban,2019,clean vehicle,38278.0,black,  1gnschkc9kr201844,nv, usa
743,35500,chevrolet,suburban,2019,clean vehicle,46149.0,silver,  1gnskhkc1kr203879,nv, usa
744,29800,chevrolet,suburban,2018,clean vehicle,48427.0,silver,  1gnschkc6jr106222,nv, usa
745,29800,chevrolet,suburban,2018,clean vehicle,48807.0,gray,  1gnschkc1jr387653,nv, usa
746,29500,chevrolet,suburban,2018,clean vehicle,52618.0,silver,  1gnschkc1jr235923,nv, usa
747,30300,chevrolet,suburban,2018,clean vehicle,46494.0,white,  1gnschkc5jr280816,nv, usa
748,24300,chevrolet,1500,2018,clean vehicle,56296.0,black,  3gcukreh2jg284677,ny, usa
749,29800,chevrolet,suburban,2017,clean vehicle,33909.0,silver,  1gnschkc4hr206149,nv, usa
750,29800,chevrolet,suburban,2017,clean vehicle,33028.0,white,  1gnschkc3hr133923,nv, usa
751,27500,chevrolet,camaro,2016,clean vehicle,44653.0,white,  1g1fh1r79g0149647,nv, usa
752,10800,chevrolet,door,2017,clean vehicle,80516.0,gray,  2gnfleek2h6351253,nj, usa
753,11500,chevrolet,van,2017,clean vehicle,105151.0,white,  1gcwgaff8h1120366,nj, usa
754,10400,chevrolet,van,2017,clean vehicle,78368.0,white,  3n63m0yn6hk696088,nj, usa
755,11400,chevrolet,equinox,2018,clean vehicle,78956.0,white,  2gnaxsevxj6292207,fl, usa
756,11400,chevrolet,equinox,2018,clean vehicle,88564.0,white,  2gnaxsev1j6218321,fl, usa
757,8000,chevrolet,door,2015,clean vehicle,78800.0,white,  1g11b5sl5ff135735,nv, usa
758,3000,chevrolet,door,2012,clean vehicle,111856.0,white,  1gccsbf92c8121126,ca, usa
759,25000,chevrolet,door,2015,clean vehicle,80946.0,black,  3gcuksec6fg382971,nv, usa
760,12300,chevrolet,traverse,2017,clean vehicle,83168.0,gray,  1gnkrfed3hj217603,ny, usa
761,14100,chevrolet,traverse,2017,clean vehicle,58606.0,white,  1gnkrfed7hj307708,ny, usa
762,9000,chevrolet,van,2014,clean vehicle,82020.0,white,  1gcsgafx9e1173192,nv, usa
763,4200,chevrolet,door,2014,clean vehicle,102500.0,black,  1g1p75sz3e7332279,nv, usa
764,22500,chevrolet,van,2019,clean vehicle,8150.0,white,  1gcwgafg5k1229335,tx, usa
765,22600,chevrolet,van,2019,clean vehicle,6159.0,white,  1gcwgafg1k1229638,tx, usa
766,22600,chevrolet,van,2019,clean vehicle,5938.0,white,  1gcwgafg2k1222357,tx, usa
767,22500,chevrolet,van,2019,clean vehicle,9019.0,white,  1gcwgafg3k1232427,tx, usa
768,10200,chevrolet,malibu,2018,clean vehicle,45836.0,white,  1g1zd5stxjf175198,tx, usa
770,21200,chevrolet,tahoe,2015,clean vehicle,125507.0,white,  1gnscckc9fr715640,tx, usa
771,22700,chevrolet,door,2016,clean vehicle,90944.0,white,  1gnscbkc6gr432916,tx, usa
772,22000,chevrolet,tahoe,2015,clean vehicle,82785.0,gray,  1gnscakc0fr161697,tx, usa
774,10500,chevrolet,door,2013,clean vehicle,112267.0,silver,  1gcrcrea5dz179299,tx, usa
776,14200,chevrolet,door,2013,clean vehicle,82543.0,black,  3gcpcse09dg282246,tx, usa
777,15500,chevrolet,equinox,2019,clean vehicle,13532.0,white,  2gnaxkev1k6296972,fl, usa
778,35100,chevrolet,1500,2018,clean vehicle,14751.0,blue,  3gcukrec2jg216609,ks, usa
779,26300,chevrolet,camaro,2018,clean vehicle,11150.0,gray,  1g1fb1rx5j0103693,ks, usa
780,15700,chevrolet,colorado,2016,clean vehicle,91248.0,white,  1gcgtce36g1387412,nj, usa
781,17600,chevrolet,1500,2016,clean vehicle,65336.0,white,  1gcvkneh3gz336629,nj, usa
782,18600,chevrolet,1500,2016,clean vehicle,48974.0,white,  1gcvkneh7gz158854,nj, usa
783,19100,chevrolet,1500,2016,clean vehicle,40011.0,white,  1gcvkneh1gz235878,nj, usa
784,15200,chevrolet,equinox,2019,clean vehicle,37444.0,black,  2gnaxkev2k6183550,nc, usa
785,16100,chevrolet,equinox,2019,clean vehicle,43199.0,white,  2gnaxuev0k6196714,nc, usa
786,14800,chevrolet,equinox,2019,clean vehicle,43589.0,charcoal,  2gnaxkevxk6199639,nc, usa
787,16700,chevrolet,equinox,2019,clean vehicle,32870.0,charcoal,  2gnaxuev8k6190062,nc, usa
788,15300,chevrolet,equinox,2019,clean vehicle,38826.0,charcoal,  2gnaxkev7k6197637,nc, usa
789,16500,chevrolet,equinox,2019,clean vehicle,33739.0,charcoal,  2gnaxuev3k6169765,nc, usa
790,19600,chevrolet,passenger,2019,clean vehicle,35309.0,white,  1gazgpfgxk1197071,nc, usa
791,15200,chevrolet,impala,2019,clean vehicle,32248.0,red,  1g11z5sa4ku113760,nc, usa
792,15000,chevrolet,impala,2019,clean vehicle,36165.0,silver,  1g11z5sa7ku117222,nc, usa
793,15500,chevrolet,impala,2019,clean vehicle,29922.0,charcoal,  2g11z5saxk9120208,nc, usa
794,15700,chevrolet,impala,2019,clean vehicle,26848.0,silver,  2g11z5sa5k9140950,nc, usa
795,14800,chevrolet,impala,2019,clean vehicle,41163.0,charcoal,  2g11z5sa8k9139310,nc, usa
796,9200,chevrolet,cruze,2017,clean vehicle,32856.0,red,  3g1be6sm0hs561566,nc, usa
797,8200,chevrolet,impala,2017,clean vehicle,100315.0,black,  1g1105sa9hu160835,nc, usa
798,11400,chevrolet,door,2013,clean vehicle,91638.0,silver,  1gc2kvcg8dz256073,nj, usa
799,6500,chevrolet,door,2015,clean vehicle,83173.0,white,  1g11c5sl0ff208474,nc, usa
800,11500,chevrolet,door,2014,clean vehicle,94356.0,gray,  1gnkvgkd3ej113338,nc, usa
801,23800,chevrolet,door,2015,clean vehicle,85792.0,black,  1gnscbkc0fr109217,fl, usa
803,28300,chevrolet,ld,2019,clean vehicle,27665.0,red,  2gcvkpec1k1124569,in, usa
804,27300,chevrolet,ld,2019,clean vehicle,25427.0,black,  2gcvkpec4k1105269,in, usa
805,3500,chevrolet,door,2013,clean vehicle,78198.0,gray,  1g11c5saxdf350889,nj, usa
806,28300,chevrolet,colorado,2020,clean vehicle,13886.0,silver,  1gcgtcen7l1101496,in, usa
807,18300,chevrolet,impala,2019,clean vehicle,34538.0,silver,  2g11z5s37k9134455,in, usa
808,22500,dodge,charger,2018,clean vehicle,20575.0,silver,  2c3cdxjg1jh292507,wi, usa
809,22500,dodge,charger,2018,clean vehicle,26026.0,gray,  2c3cdxjg4jh292503,wi, usa
810,8300,dodge,door,2012,clean vehicle,99015.0,gray,  1c6rd7ft0cs326533,wi, usa
811,16500,dodge,caravan,2019,clean vehicle,27327.0,gray,  2c4rdgeg4kr682965,ne, usa
812,14500,dodge,journey,2019,clean vehicle,30229.0,silver,  3c4pdcgg9kt700676,ne, usa
813,30000,dodge,charger,2019,clean vehicle,43294.0,white,  2c3cdxjg2kh630921,ontario, canada
814,30000,dodge,charger,2019,clean vehicle,54309.0,orange,  2c3cdxjg0kh682158,ontario, canada
815,30000,dodge,charger,2019,clean vehicle,52822.0,white,  2c3cdxjg2kh658962,ontario, canada
816,30000,dodge,charger,2019,clean vehicle,45554.0,white,  2c3cdxjg1kh630912,ontario, canada
817,30000,dodge,charger,2019,clean vehicle,37538.0,white,  2c3cdxjg1kh658953,ontario, canada
818,29500,dodge,charger,2019,clean vehicle,35153.0,red,  2c3cdxjg6kh630954,ontario, canada
819,21600,dodge,challenger,2019,clean vehicle,23783.0,white,  2c3cdzgg2kh594165,wa, usa
820,22600,dodge,charger,2019,clean vehicle,30759.0,black,  2c3cdxhg2kh608648,wa, usa
821,16300,dodge,caravan,2019,clean vehicle,38922.0,gray,  2c4rdgcg5kr518563,wa, usa
823,28800,dodge,durango,2019,clean vehicle,19235.0,no_color,  1c4rdhdg4kc769457,tx, usa
824,22100,dodge,challenger,2019,clean vehicle,9445.0,gray,  2c3cdzag4kh686869,tx, usa
825,14300,dodge,journey,2018,clean vehicle,19164.0,gray,  3c4pdcab2jt216649,nc, usa
826,13700,dodge,caravan,2018,clean vehicle,54106.0,white,  2c4rdgeg6jr205887,nc, usa
827,29500,dodge,challenger,2017,clean vehicle,32051.0,no_color,  2c3cdzfj5hh650508,az, usa
828,18500,dodge,journey,2017,clean vehicle,14870.0,gray,  3c4pddeg4ht608652,tx, usa
829,19000,dodge,door,2016,clean vehicle,32294.0,blue,  2c3cdxjg0gh303988,co, usa
832,12500,dodge,journey,2018,clean vehicle,59924.0,silver,  3c4pdcgg1jt257213,tx, usa
833,13900,dodge,charger,2017,clean vehicle,21304.0,black,  2c3cdxbg5hh642083,fl, usa
834,13000,dodge,caravan,2018,clean vehicle,52079.0,white,  2c4rdgegxjr339012,ca, usa
835,13000,dodge,caravan,2018,clean vehicle,54960.0,white,  2c4rdgcg2jr205677,ca, usa
836,3000,dodge,door,2013,clean vehicle,80099.0,white,  1c3cdzcb6dn599101,tx, usa
837,17500,dodge,caravan,2019,clean vehicle,23987.0,black,  2c4rdgcgxkr751032,fl, usa
838,7900,dodge,door,2017,clean vehicle,84144.0,gray,  3c4pdcbg0ht518476,ca, usa
839,8900,dodge,door,2014,clean vehicle,85639.0,blue,  2c3cdxbg5eh300547,fl, usa
840,11500,dodge,caravan,2018,clean vehicle,50193.0,no_color,  2c4rdgcg8jr208468,pa, usa
841,6500,dodge,journey,2017,clean vehicle,74392.0,black,  3c4pdcab8ht507652,pa, usa
842,8000,dodge,door,2017,clean vehicle,76117.0,black,  3c4pdcgb7ht525941,pa, usa
843,18700,dodge,challenger,2018,clean vehicle,36358.0,gray,  2c3cdzag5jh245542,nj, usa
844,8350,dodge,journey,2017,clean vehicle,90685.0,white,  3c4pddbg6ht592197,fl, usa
845,27900,dodge,charger,2017,clean vehicle,54141.0,orange,  2c3cdxctxhh618731,fl, usa
846,14500,dodge,door,2016,clean vehicle,82240.0,white,  1c4rdjag5gc486469,pa, usa
847,6200,dodge,door,2016,clean vehicle,66167.0,silver,  1c3cdfbb6gd515496,pa, usa
849,20200,dodge,caravan,2019,clean vehicle,24722.0,black,  2c4rdgdg0kr571878,il, usa
850,29300,dodge,durango,2019,clean vehicle,41198.0,silver,  1c4sdjct2kc576022,il, usa
851,31000,dodge,durango,2019,clean vehicle,26353.0,black,  1c4sdjct5kc738497,il, usa
852,32400,dodge,durango,2019,clean vehicle,28280.0,white,  1c4sdjctxkc691872,il, usa
854,21500,dodge,charger,2019,clean vehicle,15340.0,black,  2c3cdxbg8kh658222,tx, usa
855,23100,dodge,charger,2018,clean vehicle,12265.0,silver,  2c3cdxjgxjh222262,mi, usa
856,4500,dodge,van,2014,clean vehicle,94872.0,gray,  2c4rdgcg3er266428,tx, usa
857,24800,dodge,charger,2018,clean vehicle,17946.0,silver,  2c3cdxjg6jh182178,mi, usa
858,23000,dodge,charger,2018,clean vehicle,26996.0,gray,  2c3cdxjg7jh189253,mi, usa
859,26900,dodge,journey,2019,clean vehicle,5775.0,gray,  3c4pddbg3kt708835,wi, usa
860,21500,dodge,challenger,2018,clean vehicle,6748.0,gray,  2c3cdzag8jh321934,wi, usa
861,15700,dodge,journey,2018,clean vehicle,38128.0,white,  3c4pdcgg2jt378879,wi, usa
862,15200,dodge,caravan,2018,clean vehicle,41636.0,silver,  2c4rdgcg8jr327542,wi, usa
863,23300,dodge,charger,2018,clean vehicle,5359.0,blue,  2c3cdxbgxjh273288,wi, usa
864,6100,dodge,door,2015,clean vehicle,70296.0,white,  1c3cdfbb3fd213551,mn, usa
865,20000,dodge,journey,2017,clean vehicle,11346.0,green,  3c4pddgg6ht556180,wi, usa
867,3000,dodge,door,2013,clean vehicle,107593.0,orange,  1c3cdfcb9dd329946,mn, usa
868,18200,dodge,door,2016,clean vehicle,50639.0,black,  2c3cdxct3gh355660,nj, usa
869,21800,dodge,challenger,2019,clean vehicle,6530.0,gray,  2c3cdzbt8kh705158,az, usa
871,19000,dodge,charger,2019,clean vehicle,19636.0,black,  2c3cdxhg6kh598321,az, usa
872,25000,dodge,challenger,2016,clean vehicle,41748.0,no_color,  2c3cdzbt4gh325869,il, usa
873,36000,dodge,challenger,2016,clean vehicle,13162.0,red,  2c3cdzfj8gh351982,il, usa
874,17000,dodge,caravan,2019,clean vehicle,32937.0,white,  2c4rdgegxkr599122,ga, usa
875,25300,dodge,door,2015,clean vehicle,23095.0,red,  1c4rdjeg3fc112029,wi, usa
876,14900,dodge,journey,2017,clean vehicle,34432.0,gray,  3c4pddeg9ht565166,wi, usa
877,15000,dodge,caravan,2017,clean vehicle,48162.0,no_color,  2c4rdgeg8hr632871,wi, usa
878,12995,dodge,doors,2014,clean vehicle,68310.0,gray,  2c3cdyag9eh126828,ma, usa
879,17750,dodge,doors,2014,clean vehicle,48000.0,black,  2c3cdybt2eh298212,ma, usa
880,10295,dodge,doors,2014,clean vehicle,105962.0,black,  2c3cdyag3eh213138,pa, usa
881,16995,dodge,doors,2014,clean vehicle,96575.0,gray,  2c3cdybt3eh136783,ct, usa
882,25000,dodge,doors,2014,clean vehicle,13239.0,toreador red,  2c3cdybt5eh217218,ny, usa
883,23995,dodge,doors,2014,clean vehicle,24934.0,bright white clearcoat,  2c3cdybt3eh115268,ri, usa
884,14900,dodge,doors,2014,clean vehicle,46859.0,billet silver metallic clearcoat,  2c3cdyag6eh133624,nj, usa
885,15810,dodge,doors,2014,clean vehicle,44468.0,black clearcoat,  2c3cdyag9eh313809,ny, usa
886,20227,dodge,doors,2014,clean vehicle,62230.0,jazz blue pearlcoat,  2c3cdybt1eh270465,ny, usa
887,20999,dodge,doors,2014,clean vehicle,37082.0,silver,  2c3cdybt9eh247614,ny, usa
888,22499,dodge,doors,2014,clean vehicle,23964.0,bright white clearcoat,  2c3cdybt9eh143592,nj, usa
889,23495,dodge,doors,2014,clean vehicle,11204.0,black clearcoat,  2c3cdyag1eh311262,ny, usa
890,25250,dodge,doors,2014,clean vehicle,7608.0,billet silver metallic clearcoat,  2c3cdybt6eh111229,ny, usa
891,15322,dodge,doors,2014,clean vehicle,49982.0,billet silver metallic clearcoat,  2c3cdyag3eh251064,nj, usa
892,21232,dodge,charger,2019,clean vehicle,4950.0,gray,  2c3cdxbgxkh707467,tx, usa
893,5800,dodge,journey,2013,clean vehicle,111628.0,white,  3c4pddfg9dt523590,wi, usa
894,29000,dodge,door,2012,clean vehicle,15927.0,black,  2c3cdxej6ch170654,il, usa
895,17000,dodge,caravan,2018,clean vehicle,36299.0,gray,  2c4rdgeg5jr147562,nj, usa
896,13800,dodge,journey,2018,clean vehicle,28469.0,red,  3c4pdcgg9jt352215,fl, usa
897,30000,dodge,durango,2019,clean vehicle,29086.0,gray,  1c4sdhct3kc769532,mo, usa
898,14800,dodge,caravan,2017,clean vehicle,35991.0,gray,  2c4rdgeg1hr716871,fl, usa
899,8500,dodge,journey,2017,clean vehicle,62224.0,black,  3c4pdcabxht695526,mo, usa
900,9800,dodge,door,2013,clean vehicle,86500.0,white,  1c4rdjdg3dc674852,mo, usa
903,28700,dodge,charger,2018,clean vehicle,19636.0,blue,  2c3cdxct8jh197730,ca, usa
904,18500,dodge,challenger,2018,clean vehicle,34272.0,gray,  2c3cdzag4jh302832,ca, usa
905,17300,dodge,challenger,2018,clean vehicle,42909.0,no_color,  2c3cdzag3jh242672,ca, usa
906,7100,dodge,door,2016,clean vehicle,55749.0,gray,  3c4pdcab7gt103739,la, usa
907,3250,dodge,door,2015,salvage insurance,89142.0,white,  1c3cdfbb5fd213552,mn, usa
908,30700,dodge,durango,2017,clean vehicle,20328.0,no_color,  1c4sdhctxhc936557,ca, usa
910,26500,dodge,durango,2019,clean vehicle,28551.0,gray,  1c4rdjdgxkc744523,ca, usa
911,20800,dodge,charger,2019,clean vehicle,35098.0,gray,  2c3cdxhgxkh527140,ca, usa
912,20800,dodge,charger,2019,clean vehicle,35365.0,gray,  2c3cdxjg8kh527857,ca, usa
913,5100,dodge,door,2015,clean vehicle,88398.0,white,  1c3cdfaa2fd144750,ca, usa
914,18900,dodge,challenger,2019,clean vehicle,27957.0,black,  2c3cdzggxkh532268,ca, usa
915,24000,dodge,durango,2019,clean vehicle,30161.0,silver,  1c4rdhdg3kc769255,ca, usa
916,38800,dodge,challenger,2015,clean vehicle,26292.0,white,  2c3cdzc90fh834388,ca, usa
917,24500,dodge,durango,2019,clean vehicle,25780.0,white,  1c4rdhdg1kc557017,ca, usa
918,24500,dodge,durango,2019,clean vehicle,25032.0,black,  1c4rdhdg3kc675893,ca, usa
919,6500,dodge,door,2016,clean vehicle,72248.0,blue,  1c3cdfbb8gd766472,nj, usa
920,24000,dodge,durango,2019,clean vehicle,30630.0,gray,  1c4rdhdg7kc675959,ca, usa
921,18000,dodge,door,2014,clean vehicle,86125.0,no_color,  1c4rdjeg3ec591566,ca, usa
922,24000,dodge,durango,2019,clean vehicle,30408.0,white,  1c4rdhdg6kc557000,ca, usa
923,23500,dodge,durango,2019,clean vehicle,35443.0,silver,  1c4rdhdg0kc557042,ca, usa
924,4500,dodge,van,2014,clean vehicle,95377.0,white,  2c4rdgcg9er400696,ca, usa
925,25900,dodge,durango,2019,clean vehicle,32724.0,silver,  1c4rdjdg6kc684983,ca, usa
926,13900,dodge,caravan,2019,clean vehicle,45089.0,gray,  2c4rdgcg3kr514530,ca, usa
927,14200,dodge,journey,2019,clean vehicle,35948.0,silver,  3c4pdcgg4kt707549,ca, usa
928,15400,dodge,caravan,2019,clean vehicle,41601.0,blue,  2c4rdgeg5kr563175,ca, usa
929,17500,dodge,challenger,2019,clean vehicle,26370.0,gray,  2c3cdzagxkh583746,tx, usa
930,17500,dodge,caravan,2019,clean vehicle,18271.0,white,  2c4rdgcg1kr761805,tx, usa
931,18000,dodge,caravan,2019,clean vehicle,9476.0,white,  2c4rdgcg3kr753690,tx, usa
932,25200,dodge,door,2012,clean vehicle,80899.0,gray,  3c6ud5dl9cg338415,nj, usa
933,14100,dodge,caravan,2018,clean vehicle,57394.0,black,  2c4rdgeg5jr337118,tx, usa
934,13300,dodge,caravan,2018,clean vehicle,42190.0,white,  2c4rdgcg3jr364854,ca, usa
935,16200,dodge,caravan,2019,clean vehicle,22591.0,black,  2c4rdgbgxkr624069,ok, usa
936,13300,dodge,caravan,2018,clean vehicle,48681.0,gray,  2c4rdgegxjr331914,ca, usa
937,13100,dodge,caravan,2018,clean vehicle,42621.0,silver,  2c4rdgcg0jr241626,ca, usa
938,15500,dodge,caravan,2017,clean vehicle,27761.0,silver,  2c4rdgeg9hr852858,ca, usa
939,4500,dodge,door,2013,salvage insurance,107768.0,white,  2c3cdyag9dh607919,ca, usa
940,28400,dodge,durango,2019,clean vehicle,14355.0,gray,  1c4rdjdg7kc780041,co, usa
941,17400,dodge,caravan,2019,clean vehicle,9467.0,gray,  2c4rdgcgxkr747353,co, usa
942,6000,dodge,door,2014,clean vehicle,122837.0,silver,  2c3cdxbg1eh268115,fl, usa
943,20700,dodge,challenger,2019,clean vehicle,18313.0,gray,  2c3cdzag9kh642088,va, usa
944,20300,dodge,challenger,2019,clean vehicle,19506.0,black,  2c3cdzag1kh656275,va, usa
945,14000,dodge,journey,2018,clean vehicle,14750.0,black,  3c4pdcbb1jt319818,ok, usa
946,22000,dodge,challenger,2019,clean vehicle,11280.0,green,  2c3cdzgg5kh709017,va, usa
947,17200,dodge,journey,2019,clean vehicle,13944.0,blue,  3c4pdcgg2kt803633,va, usa
948,15000,dodge,door,2016,clean vehicle,26922.0,blue,  2c3cdzag4gh309689,ok, usa
949,17500,dodge,journey,2019,clean vehicle,12690.0,gray,  3c4pdcgg0kt809995,va, usa
952,16300,dodge,caravan,2019,clean vehicle,28289.0,red,  2c4rdgeg0kr557123,fl, usa
953,15700,dodge,caravan,2019,clean vehicle,38041.0,red,  2c4rdgeg9kr529238,fl, usa
954,10000,dodge,journey,2017,clean vehicle,52386.0,silver,  3c4pdcab0ht524414,fl, usa
955,23100,dodge,charger,2019,clean vehicle,34391.0,white,  2c3cdxct7kh608441,fl, usa
956,14900,dodge,caravan,2019,clean vehicle,39515.0,red,  2c4rdgcg9kr578507,fl, usa
957,16700,dodge,journey,2019,clean vehicle,22074.0,orange,  3c4pdcgg0kt783155,va, usa
958,16300,dodge,caravan,2019,clean vehicle,28782.0,white,  2c4rdgeg6kr578882,fl, usa
959,25800,dodge,durango,2019,clean vehicle,30092.0,red,  1c4rdjdg5kc733915,nc, usa
960,23800,dodge,challenger,2019,clean vehicle,26443.0,black,  2c3cdzbt4kh578392,nc, usa
961,16800,dodge,journey,2019,clean vehicle,28981.0,red,  3c4pddeg4kt738776,nc, usa
962,15500,dodge,journey,2019,clean vehicle,32865.0,white,  3c4pdceg4kt716822,nc, usa
963,6000,dodge,door,2014,clean vehicle,117258.0,blue,  2c3cdxbg9eh266032,fl, usa
964,26900,dodge,durango,2019,clean vehicle,16397.0,white,  1c4rdjdg2kc780335,az, usa
965,16900,dodge,caravan,2019,clean vehicle,16176.0,white,  2c4rdgeg7kr743175,az, usa
966,19500,dodge,caravan,2019,clean vehicle,1091.0,gray,  2c4rdgcg0kr798456,az, usa
967,15400,dodge,caravan,2019,clean vehicle,17472.0,black,  2c4rdgcg3kr747548,az, usa
968,2300,dodge,door,2012,clean vehicle,123882.0,white,  1c3cdzag7cn309641,tx, usa
969,17000,dodge,charger,2019,clean vehicle,10341.0,red,  2c3cdxbg0kh753132,ca, usa
970,34000,dodge,durango,2019,clean vehicle,19695.0,black,  1c4sdjet3kc625404,nj, usa
971,13700,dodge,journey,2017,clean vehicle,51041.0,black,  3c4pddgg5ht702827,pa, usa
972,19100,dodge,challenger,2018,clean vehicle,22646.0,white,  2c3cdzag1jh288453,west va, usa
973,11800,dodge,journey,2018,clean vehicle,18138.0,white,  3c4pdcab0jt444388,west va, usa
974,27500,dodge,durango,2019,clean vehicle,23987.0,gray,  1c4rdjdg6kc701149,nv, usa
975,26900,dodge,durango,2019,clean vehicle,17160.0,black,  1c4rdjdg6kc770276,nv, usa
976,27100,dodge,durango,2019,clean vehicle,26929.0,white,  1c4rdjdgxkc770197,nv, usa
977,27200,dodge,durango,2019,clean vehicle,25815.0,white,  1c4rdjdg5kc744770,nv, usa
978,9000,dodge,caravan,2017,clean vehicle,81992.0,silver,  2c4rdgcg9hr818437,fl, usa
979,22500,dodge,challenger,2019,clean vehicle,5000.0,gray,  2c3cdzag6kh668955,sc, usa
980,7700,dodge,door,2015,clean vehicle,62683.0,white,  1c3cdfcb9fd102064,west va, usa
981,4500,dodge,van,2013,clean vehicle,107224.0,white,  2c4rdgbg6dr505681,fl, usa
983,21500,dodge,charger,2019,clean vehicle,35153.0,black,  2c3cdxhg6kh611276,pa, usa
984,18800,dodge,challenger,2019,clean vehicle,26474.0,orange,  2c3cdzag9kh617109,pa, usa
985,21800,dodge,charger,2019,clean vehicle,30943.0,red,  2c3cdxhg0kh608762,pa, usa
986,20300,dodge,challenger,2019,clean vehicle,17154.0,black,  2c3cdzgg1kh712965,pa, usa
987,8200,dodge,van,2016,clean vehicle,79637.0,white,  2c4rdgcg4gr384748,sc, usa
988,19000,dodge,caravan,2019,clean vehicle,12123.0,red,  2c4rdgeg1kr664259,pa, usa
989,8400,dodge,door,2016,clean vehicle,107822.0,blue,  2c3cdxhg4gh237287,sc, usa
990,19500,dodge,caravan,2019,clean vehicle,10221.0,blue,  2c4rdgeg2kr724727,pa, usa
991,7000,dodge,door,2015,clean vehicle,95278.0,blue,  3c4pdcab4ft518015,sc, usa
992,19500,dodge,challenger,2019,clean vehicle,13457.0,gray,  2c3cdzag2kh656320,pa, usa
993,8500,dodge,van,2014,clean vehicle,69936.0,blue,  2c4rdgbg3er453122,mo, usa
994,20500,dodge,challenger,2019,clean vehicle,13520.0,gray,  2c3cdzgg0kh702489,pa, usa
995,4900,dodge,door,2014,clean vehicle,96922.0,silver,  1c3cdfbb6ed862064,sc, usa
996,20800,dodge,door,2014,clean vehicle,72594.0,black,  1c4sdjct7ec971656,mo, usa
997,28500,dodge,durango,2019,clean vehicle,17896.0,silver,  1c4rdjdg3kc827484,pa, usa
998,21900,dodge,caravan,2019,clean vehicle,11088.0,silver,  2c4rdgegxkr786263,pa, usa
999,15800,dodge,caravan,2019,clean vehicle,29567.0,black,  2c4rdgeg6kr623139,nv, usa
1000,33000,dodge,durango,2019,clean vehicle,15655.0,white,  1c4sdjct2kc683796,co, usa
1001,22700,dodge,challenger,2019,clean vehicle,26428.0,black,  2c3cdzbt4kh642012,nv, usa
1002,21900,dodge,charger,2019,clean vehicle,29003.0,white,  2c3cdxhg2kh585016,pa, usa
1003,19300,dodge,charger,2019,clean vehicle,32229.0,red,  2c3cdxbg2kh644607,pa, usa
1004,30700,dodge,durango,2019,clean vehicle,26503.0,black,  1c4sdjct0kc744790,nv, usa
1005,19300,dodge,challenger,2019,clean vehicle,15446.0,black,  2c3cdzag2kh679841,pa, usa
1007,16400,dodge,caravan,2019,clean vehicle,23369.0,silver,  2c4rdgcg9kr696007,nv, usa
1008,19500,dodge,caravan,2019,clean vehicle,8767.0,black,  2c4rdgeg8kr695119,pa, usa
1009,15100,dodge,caravan,2019,clean vehicle,48319.0,white,  2c4rdgeg2kr565983,nv, usa
1010,28500,dodge,durango,2019,clean vehicle,15275.0,black,  1c4rdjdg0kc622141,pa, usa
1011,15300,dodge,caravan,2019,clean vehicle,33826.0,white,  2c4rdgcg2kr648283,nv, usa
1012,20300,dodge,challenger,2019,clean vehicle,16679.0,white,  2c3cdzgg3kh684649,pa, usa
